Username,Fullname,Profile URL,22 may,Historial 15 May,Historial 7 May,Provincia,Localidad,Ubicación Jodify,Cantidad Eventos,Responsable
music.fromthefuture,MUSIC FR🌑M THE FUTURE,https://www.instagram.com/music.fromthefuture,No,No,no,Buenos Aires,CABA,CABA | GBA,0,Vila
elenaprojects_,Elena Projects,https://www.instagram.com/elenaprojects_,,,,Buenos Aires,Tandil,Interior BA,0,Facu
bonaireba,BONAIRE,https://www.instagram.com/bonaireba,,,,Buenos Aires,CABA,CABA | GBA,0,Facu
zouk.kika,𝐙𝐨𝐮𝐤 𝐊𝐢𝐤𝐚,https://www.instagram.com/zouk.kika,,,,Buenos Aires,CABA,CABA | GBA,0,Ramo
livingroom_oficial,Living Room,https://www.instagram.com/livingroom_oficial,,,,Buenos Aires,CABA,CABA | GBA,0,Ramo
codeone_ar,Code One,https://www.instagram.com/codeone_ar,,,,Buenos Aires,Pergamino,Interior BA,0,Facu
technoterapia.rave,TECHNOTERAPIA.RAVE ☠☠,https://www.instagram.com/technoterapia.rave,,,,Buenos Aires,CABA,CABA | GBA,2,Facu
under_rave,☢ UNDER RⒶVE ☢,https://www.instagram.com/under_rave,,,,Buenos Aires,La Plata,La Plata,0,Facu
ravee.agency,Agency Hysteria Rave,https://www.instagram.com/ravee.agency,,,,Buenos Aires,CABA,CABA | GBA,0,Vila
patagoniaelectronika,PATAGONIA ELECTRONIKA,https://www.instagram.com/patagoniaelectronika,,,,Buenos Aires,CABA,CABA | GBA,0,Ramo
etnia.ciclo,Etnia,https://www.instagram.com/etnia.ciclo,,,,Córdoba,Córdoba,Córdoba,0,Vila
feuer555,FEUER,https://www.instagram.com/feuer555,,,,Santa Fe,Rosario,Rosario,0,Vila
cutclubb,Cut Club,https://www.instagram.com/cutclubb,,,,Santa Fe,Rosario,Rosario,0,Vila
crudxfestival,CRUDX FESTIVAL,https://www.instagram.com/crudxfestival,,,,Misiones,Posadas,Misiones,0,Vila
culturalaurora.art,CULTURAL ∆UROR∆,https://www.instagram.com/culturalaurora.art,,,,Mendoza,Maipú,Mendoza,0,Ramo
room.mza,ROOM!,https://www.instagram.com/room.mza,,,,Mendoza,Mendoza,Mendoza,0,Ramo
underberlin.rave,UNDER BERLIN,https://www.instagram.com/underberlin.rave,,,,Mendoza,Mendoza,Mendoza,0,Ramo
complejocdp,Casa de Piedra,https://www.instagram.com/complejocdp,Si,No,no,Córdoba,Rio Cuarto,Córdoba,3,Vila
wearerooftop,ROOFTOP Güemes,https://www.instagram.com/wearerooftop,,,,Córdoba,Córdoba,Córdoba,0,Vila
amnesia.club,Amnesia,https://www.instagram.com/amnesia.club,,,,Córdoba,Embalse,Córdoba,0,Vila
clubdelprogre,Club del Progre,https://www.instagram.com/clubdelprogre,,,,Buenos Aires,Olavarria,Interior BA,0,Facu
_dynamicsound,𝐃𝐲𝐧𝐚𝐦𝐢𝐜 𝐒𝐨𝐮𝐧𝐝 𝐏𝐫𝐨𝐝𝐮𝐜𝐜𝐢𝐨𝐧𝐞𝐬,https://www.instagram.com/_dynamicsound,,,,Buenos Aires,Necochea,Costa Atlántica,0,Facu
chauvin.mardelplata,CHAUVIN,https://www.instagram.com/chauvin.mardelplata,,,,Buenos Aires,Mar del Plata,Mar del Plata,0,Facu
dahausclub,dahaus!,https://www.instagram.com/dahausclub,Si,No,no,Córdoba,Córdoba,Córdoba,1,Vila
rooftop.rosario,Rᴏᴏғᴛᴏᴘ,https://www.instagram.com/rooftop.rosario,No,No,no,Santa Fe,Rosario,Rosario,0,Vila
cosmos.ros,COSMOS,https://www.instagram.com/cosmos.ros,No,No,no,Santa Fe,Rosario,Rosario,0,Vila
cc.beirut,Beirut Bar,https://www.instagram.com/cc.beirut,,,,Buenos Aires,Tandil,Interior BA,0,Facu
ocio.ciclo,OCIO,https://www.instagram.com/ocio.ciclo,,,,Buenos Aires,La Plata,La Plata,0,Facu
under.psyco.lp,Juanana producciones,https://www.instagram.com/under.psyco.lp,,,,Buenos Aires,La Plata,La Plata,0,Facu
techno_mic,TECHNOMIC,,,,,Buenos Aires,La Plata,La Plata,0,Facu
hida.producciones,Hida 🌱,https://www.instagram.com/hida.producciones,,,,Buenos Aires,La Plata,La Plata,5,Facu
johndoesessions,John Doe SESSIONS,https://www.instagram.com/johndoesessions,,,,Buenos Aires,La Plata,La Plata,0,Facu
technoir.ba,Technoir.Buenos Aires,https://www.instagram.com/technoir.ba,,,,Buenos Aires,CABA,CABA | GBA,0,Facu
interestelpsy,Interestelpsy,https://www.instagram.com/interestelpsy,,,,Buenos Aires,La Plata,La Plata,0,Facu
catarsick.rave,Techno Rave 🌡️,https://www.instagram.com/catarsick.rave,,,,Buenos Aires,La Plata,La Plata,0,Facu
levelup.experience,𝐋𝐞𝐯𝐞𝐥 𝐔𝐩 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞,https://www.instagram.com/levelup.experience,,,,Buenos Aires,La Plata,La Plata,0,Facu
penhousecrew,Penhouse,https://www.instagram.com/penhousecrew,,,,Buenos Aires,La Plata,La Plata,0,Facu
lowbpm_music,Lowbpm.,https://www.instagram.com/lowbpm_music,,,,Buenos Aires,GBA,CABA | GBA,0,Ramo
tantra.ba,Tantra Palermo,https://www.instagram.com/tantra.ba,,,,Buenos Aires,CABA,CABA | GBA,7,Facu
dorsiacluboficial,Dorsia Club,https://www.instagram.com/dorsiacluboficial,,,,Buenos Aires,CABA,CABA | GBA,1,Ramo
clubscalabrini,Gonza Velazco,https://www.instagram.com/clubscalabrini,,,,Buenos Aires,CABA,CABA | GBA,0,Vila
boho.produce,Hipico Pm,https://www.instagram.com/boho.produce,,,,Buenos Aires,La Plata,La Plata,0,Facu
labiblioteca.ba,La Biblioteca,https://www.instagram.com/labiblioteca.ba,Si,No,no,Buenos Aires,CABA,CABA | GBA,0,Vila
inspire.producciones,Inspire Producciones,https://www.instagram.com/inspire.producciones,,,,San Luis,San Luis,San Luis,0,Facu
zegrefusion,ZEGRE,https://www.instagram.com/zegrefusion,,,,Buenos Aires,CABA,CABA | GBA,0,Facu
deseobsas,deseo,https://www.instagram.com/deseobsas,,,,Buenos Aires,CABA,CABA | GBA,3,Facu
rocabruja_,Roca Bruja,https://www.instagram.com/rocabruja_,,,,Buenos Aires,GBA,CABA | GBA,0,Ramo
nastypartyy,NASTY PARTY,https://www.instagram.com/nastypartyy,,,,Buenos Aires,CABA,CABA | GBA,0,Ramo
barcarnal,L V R Z 🛸,https://www.instagram.com/barcarnal,,No,,Buenos Aires,CABA,CABA | GBA,0,Vila
clubdeamigos.pro,𝐂𝐋𝐔𝐁 𝐃𝐄 𝐀𝐌𝐈𝐆𝐎𝐒,https://www.instagram.com/clubdeamigos.pro,,,,Tucumán,Tucumán,Tucumán,0,Facu
hexa.ar,HEXA,https://www.instagram.com/hexa.ar,,,,Buenos Aires,CABA,CABA | GBA,0,Facu
mesjoficial,Movida Electrónica San Juan,https://www.instagram.com/mesjoficial,,,,San Juan,San Juan,San Juan,0,Ramo
ravesessions,RAVE SESSIONS®,https://www.instagram.com/ravesessions,,,,Neuquén,Neuquén,Neuquén,0,Ramo
organik.music,Organik Music Festival 🌿,https://www.instagram.com/organik.music,,,,Tucumán,Norte,Tucumán,0,Facu
new.visionprod,🪬 NEW VISION producciones,https://www.instagram.com/new.visionprod,,,,Buenos Aires,Pergamino,Interior BA,1,Facu
north_agency_,North Agency,https://www.instagram.com/north_agency_,,,,Norte,Norte,Tucumán,0,Facu
madness_prods,Madness Producciones,https://www.instagram.com/madness_prods,,,,Mendoza,Mendoza,Mendoza,0,Ramo
leteoofficial,L E T E O (Λήθη),https://www.instagram.com/leteoofficial,,,,Chaco,Resistencia,Chaco,0,Facu
afrika.club.arg,AFRIKA CLUB,https://www.instagram.com/afrika.club.arg,,,,Buenos Aires,CABA,CABA | GBA,0,Vila
pgsv_prod,PGSV Producciones,https://www.instagram.com/pgsv_prod,,,,Buenos Aires,CABA,CABA | GBA,0,Ramo
habitat_ba,H Á B I T A T 🍃,https://www.instagram.com/habitat_ba,,,,Buenos Aires,CABA,CABA | GBA,0,Ramo
mandarineparkoficial,Mandarine Park Oficial,https://www.instagram.com/mandarineparkoficial,,,,Buenos Aires,CABA,CABA | GBA,0,Facu
asterland,asterland.after,https://www.instagram.com/asterland.after,,,,Buenos Aires,GBA,CABA | GBA,0,Facu
